NOMBRE;SEXO;ORIGEN;SIGNIFICADO
AMELIO;M;S/O;S/S
AMENA;F;S/O;S/S
AMERICA;F;TEUTON;PRINCIPE DE ACCION, ACTIVO, HACENDOSO
AMERICO;M;S/O;S/S
AMETHYST;F;S/O;S/S
AMI;A;S/O;S/S
AMIDEO;M;S/O;S/S
AMIEL;M;HEBREO;DIOS ES MI PUEBLO.
AMIJAY;F;S/O;S/S
AMILCAR;M;FENICIO;S/S
AMIN;M;S/O;S/S
AMINA;F;ARABE;FIEL-AMINA SE LLAMO LA MADRE DE MAHOMA.GENEROFEMENINO
AMINDA;F;S/O;S/S
AMINE;F;S/O;S/S
AMINTA;F;GRIEGO;S/S
AMIR;M;S/O;S/S
AMIRA;F;ARABE;"DE ""AMIR"", PRINCESA"
AMIRI;M;S/O;S/S
AMISSA;F;S/O;S/S
AMIT;M;S/O;S/S
AMITAI;F;S/O;S/S
AMITTAI;M;S/O;S/S
AMITY;F;S/O;S/S
AMMI;F;S/O;S/S
AMMIA;F;S/O;S/S
AMMIANO;M;S/O;S/S
AMMIEL;M;S/O;S/S
AMMON;M;EGIPCIO;DIOS EGIPCIO, QUE BAJO LA FORMA DE CARNEROSE PUSO A ESCABAR BAJO LA ARENA DEL DESIERTO HASTA QUE BROTO AGUA QUEMITIGO LA SED DE HERCULES.
AMMONARIA;F;S/O;S/S
AMMONIO;M;S/O;S/S
AMNEDIS;F;S/O;S/S
AMNERIS;F;S/O;"NOMBRE FORJADO POR EL LIBRETISTA PIAVE PARA LA OPERA ""AI-DA"" DE VERDI"
AMON;M;HEBREO;EL QUE HACE CASAS, EL ESCONDIDO, NOMBRE DEUN DIOS EGIPCIO
AMOR;A;S/O;S/S
AMORINA;F;S/O;S/S
AMORINO;M;S/O;S/S
AMORY;F;S/O;S/S
AMOS;M;HEBREO;YAHVEH HA SOSTENIDO, EL ROBUSTO, EL TERCERODE LOS PROFETAS MENORES DE TEGDA, DE PROFESION VAQUERIZO Y CULTIVADORDE HIGOS DE SICOMOROS
AMPARO;F;LATINO;LA QUE COBIJA, QUE DA PROTECCION, NOMBRE DEUNA ADVOCACION DE LA VIRGEN MARIANTRA.SEÑORA DE LOS DESAMPARADOS
AMPELIO;M;GRIEGO;EL QUE CULTIVA PARA HACER VINO
AMPELO;M;GRIEGO;HIJO DE UN SATIRO Y UNA NINFA, QUE MURIO ALINTENTAR TOMAR LAS UVAS DE UNA VID, REGALO DE DIONISIO
AMPLIADO;M;S/O;S/S
AMUYEN;M;S/O;S/S
AMY;F;S/O;S/S
AMYE;F;S/O;S/S
AN;F;S/O;S/S
ANA;F;S/O;S/S
ANA DE LAS ERMITAS;F;S/O;S/S
ANABA;F;S/O;S/S
ANABEL;F;S/O;S/S
ANABELA;F;S/O;S/S
ANABELI;F;S/O;S/S
ANABELLA;F;S/O;S/S
ANACARIO;M;GRIEGO;NO SIN GRACIA
ANACARLA;F;S/O;S/S
ANACELIS;F;S/O;S/S
ANACLARA;F;S/O;S/S
ANACLETO;M;GRIEGO;EL QUE FUE INVOCADO-LLAMADO EN VOZ ALTAEL RESUCITADO
ANACREONTE;M;S/O;S/S
ANADINA;F;S/O;S/S
ANAEL;A;S/O;S/S
ANAELLE;F;S/O;S/S
ANAHI;F;S/O;S/S
ANAHIANCY;F;S/O;S/S
ANAHID;F;S/O;S/S
ANAIS;F;S/O;S/S
ANAKIN;A;S/O;S/S
ANALAURA;F;S/O;S/S
ANALENA;F;S/O;S/S
ANALI;F;S/O;S/S
ANALIA;F;S/O;S/S
ANALIS;F;S/O;S/S
ANALISA;F;S/O;S/S
ANALIZ;F;S/O;S/S
ANALUA;F;S/O;S/S
ANALUZ;F;S/O;S/S
ANALY;F;S/O;S/S
ANAMILLA;F;S/O;S/S
ANAMLOR;F;S/O;S/S
ANANDA;F;S/O;S/S
ANANDI;F;S/O;S/S
ANANDO;M;S/O;S/S
ANANIAS;M;S/O;S/S
ANANQUEL;F;S/O;S/S
ANARDA;F;S/O;S/S
ANASOL;F;S/O;S/S
ANASTACIA;F;S/O;S/S
ANASTASIA;F;GRIEGO;S/S
ANASTASIO;M;S/O;S/S
ANASTAY;F;S/O;S/S
ANAT;A;S/O;S/S
ANATALON;M;S/O;S/S
ANATIEL;F;S/O;S/S
ANATILDE;F;S/O;USADO EN ESPAÑA Y MEXICO
ANATOL;M;S/O;S/S
ANATOLE;M;S/O;S/S
ANATOLIA;F;GRIEGO;S/S
ANATOLIO;M;GRIEGO;EL ORIENTAL-HACER LEVANTAR LOS ASTROS, NA-CIDO EN ANATOLIA O ASIA MENOR.-GENEROMASCULINO
ANATONIA;F;S/O;S/S
ANAXAGORAS;M;GRIEGO;EL PRIMERO, EL AMO, EL PRINCIPE, EL QUE SO-BRESALE EN LA JUNTA POPULAR, NOMBRE FAMOSO POR EL FILOSOFO MAESTRO Y A-MIGO DE PERICLES Y DE EURIPIDES
ANCELIN;F;S/O;S/S
ANDE;M;S/O;S/S
ANDEOLO;M;S/O;S/S
ANDER;M;S/O;S/S
ANDERS;M;S/O;S/S
ANDI;F;S/O;S/S
ANDINA;F;S/O;S/S
ANDINO;M;S/O;S/S
ANDONI;M;S/O;S/S
ANDOQUIO;M;S/O;S/S
ANDRA;F;S/O;S/S
ANDRANIK;M;S/O;S/S
ANDRAS;A;S/O;S/S
ANDRE;M;S/O;S/S
ANDREA;A;S/O;S/S
ANDREANA;F;S/O;S/S
ANDREAS;M;S/O;S/S
ANDREI;M;S/O;S/S
ANDREINA;F;S/O;S/S
ANDRES;M;GRIEGO;VALIENTE, VARONIL, DERIVADO DE HOMBRE.ANDRES ERA EL HERMANO DE SAN PEDRO Y UNO DE LOS APOSTOLES MARTIRIZADOSEN CRUZ PERO EN FORMA DE X
ANDRETTA;F;S/O;S/S
ANDREUS;M;S/O;S/S
ANDREW;M;S/O;S/S
ANDREY;M;S/O;S/S
ANDRIAN;M;S/O;S/S
ANDRIELA;F;S/O;S/S
ANDRIES;M;S/O;S/S
ANDRO;M;S/O;S/S
ANDROCLES;M;GRIEGO;S/S
ANDROGEO;M;S/O;S/S
ANDROMACA;F;GRIEGO;S/S
ANDROMEDA;F;GRIEGO;EN LA MITOLOGIA GRIEGA, HIJA DE CASIOPEA YDE CEFEO, SALVADA POR PERSEO DE UN MONSTRUO MARINO
ANDRONICO;M;GRIEGO;HOMBRE DE LA VICTORIA, VENCEDOR DE LOS HOMBRES, REPRESENTANTE DE ANTIOCO IV DURANTE LA EXPEDICION DE ESTE CONTRATARSO Y MALO
ANDRY;M;S/O;S/S
ANDURA;F;S/O;S/S
ANDY;M;S/O;S/S
ANECTO;M;S/O;S/S
ANEIDER;F;S/O;S/S
ANELE;M;S/O;S/S
ANELEI;F;S/O;S/S
ANELEN;F;S/O;S/S
ANELIDA;F;S/O;S/S
ANELINA;F;S/O;S/S
ANELISA;F;S/O;S/S
ANELISE;F;S/O;S/S
ANELLA;F;S/O;S/S
ANEMONE;F;S/O;S/S
ANEMPODISTO;M;S/O;S/S
ANERA;F;S/O;S/S
AÑES;F;S/O;S/S
ANESIO;M;S/O;S/S
ANETTE;F;S/O;S/S
ANEZKA;F;S/O;S/S
ANFILOQUIO;M;S/O;S/S
ANFION;M;GRIEGO;PERSONAJE DE LA MITOLOGIA, HIJO DE ANTIOPEY JUPITER O ZEUS, HERMANO GEMELO DE ZETO
ANGEL;M;GRIEGO;"EL ENVIADO, EL QUE ENVIO DIOS, DEL LATIN""ANGELUS"", QUE A SU VEZ ES TRANSCRIPCION DEL GRIEGO, MENSAJERO, ASI SEUSA EN LA LITERATURA GRIEGA PROFANA, EMISARIO"
ANGELA;F;GRIEGO;"EL ENVIADO, EL QUE ENVIO DIOS .DEL LATIN ""ANGELUS"", QUE A SU VEZ ES TRANSCRIPCION DEL GRIEGO, MENSAJEROASI SE USA EN LA LITERATURA GRIEGA PROFANA"
ANGELES;F;S/O;NUESTRA SEÑORA DE LOS ANGELES ES UNA ADVOCACION A LA VIRGEN.SE USA CON FRECUENCIA EN LOS PAISES LATINOAMERICANOS
ANGELIA;F;S/O;S/S
ANGELICA;F;LATINO;"DEL LATIN ECLESIASTICO ""ANGELICUS""ANGE-LICAL, ES DECIR PARECIDO A LOS ANGELES POR SU BELLEZA."
ANGELICO;M;S/O;S/S
ANGELINA;F;S/O;"DIMINUTIVO DE ""ANGELA""-EN EL SANTORAL, LA BEATA ANGELINADE MARSCIANO EN UMBRIA (SIGLO XV)"
ANGELINE;F;S/O;S/S
ANGELINES;F;S/O;S/S
ANGELIQUE;F;S/O;S/S
ANGELO;M;S/O;S/S
ANGENI;F;S/O;S/S
ANGIE;F;S/O;S/S
ANGILBERTO;M;TEUTON;QUE BRILLA POR EL PODER DE DIOS-CONTRAC-TURA DE ANGEL Y ALBERTO
ANGIOLINA;F;S/O;S/S
ANGULO;M;S/O;S/S
ANGUS;M;S/O;S/S
ANGUSTIAS;F;LATINO;S/S
ANHELEN;F;S/O;S/S
ANI;F;S/O;S/S
AÑI NALA;F;S/O;S/S
ANIA;F;GRIEGO;LA AFLIGIDA
ANIAH;M;S/O;S/S
ANIANA;F;S/O;S/S
ANIANO;M;S/O;S/S
ANIBAL;M;FENICIO CARTAGINES;S/S
ANICA;F;S/O;S/S
ANICETO;M;GRIEGO;HOMBRE INVENCIBLE, DE GRAN FUERZA, HIJO DEHERCULES Y DE HEBE .
ANIELA;F;S/O;S/S
ANIELI;M;S/O;S/S
ANIELLA;F;S/O;S/S
ANIELLO;M;S/O;S/S
ANIKA;F;S/O;S/S
ANIKO;F;S/O;S/S
ANIL;A;S/O;S/S
ANINA;F;S/O;S/S
ANINE;F;S/O;S/S
ANIRIA;F;S/O;S/S
ANISA;F;S/O;S/S
ANISE;F;S/O;S/S
ANISI;A;S/O;S/S
ANISIA;F;S/O;S/S
ANISIO;M;S/O;S/S
ANITA;F;S/O;S/S
ANIXE;F;S/O;S/S
ANJU;F;S/O;S/S
ANKE;F;S/O;S/S
ANKER;M;S/O;S/S
ANKINE;F;S/O;S/S
ANN;F;S/O;S/S
ANNA;F;S/O;S/S
ANNABEL;F;S/O;S/S
ANNABELLA;F;S/O;S/S
ANNALY;F;S/O;S/S
ANNE;F;S/O;S/S
ANNELIE;F;S/O;S/S
ANNELIESE;F;S/O;S/S
ANNELLA;F;S/O;S/S
ANNERIS;F;S/O;S/S
ANNETTE;F;S/O;S/S
ANNI;F;S/O;S/S
ANNICK;F;S/O;S/S
ANNIE;F;S/O;S/S
ANNIKA;F;S/O;S/S
ANNIS;F;S/O;S/S
ANNOHA;F;S/O;S/S
ANNORA;F;S/O;S/S
ANNUAR;M;S/O;S/S
ANOEL;A;S/O;S/S
ANOHA;F;S/O;S/S
ANOKI;M;S/O;S/S
ANOLFO;M;S/O;S/S
ANON;M;S/O;S/S
ANOUK;F;S/O;S/S
ANQUISES;M;GRIEGO;PRINCIPE TROYANO
ANSANO;M;S/O;S/S
ANSBERTO;M;S/O;S/S
ANSCARIO;M;S/O;S/S
ANSEL;M;S/O;S/S
ANSELME;M;S/O;S/S
ANSELMO;M;GERMANICO;EL QUE TIENE LA PROTECCION DE LOS DIO-SES-PROTEGIDO DE DIOS
ANSLEY;A;S/O;S/S
ANSOVINO;M;S/O;S/S
ANTAR;M;S/O;S/S
ANTARA;F;S/O;S/S
ANTARES;M;S/O;S/S
ANTEIA;F;S/O;S/S
ANTELMO;M;GERMANICO;S/S
ANTELO;M;S/O;S/S
ANTENOR;M;GRIEGO;EL QUE COMBATE CONTRA LOS HOMBRES, EL QUEOCUPA SU LUGAR POR LA FUERZA-NOMBRE DE UN PRINCIPE TROYANO, MITICO FUNDADOR DE PADUA
ANTEO;M;S/O;S/S
ANTERO;M;S/O;S/S
ANTES;M;S/O;S/S
ANTHEA;F;S/O;S/S
ANTHONY;M;S/O;S/S
ANTI;A;S/O;S/S
ANTIA;F;S/O;S/S
ANTIDIO;M;S/O;S/S
ANTIGONA;F;S/O;S/S
ANTIGONO;M;GRIEGO;OPUESTO A SU RAZA-UN MARTIR ROMANO DE LOSPRIMEROS SIGLOS, DISTINGUIDO ENTRE SUS HERMANOS.
ANTIMO;M;S/O;S/S
ANTINISCA;F;S/O;S/S
ANTINO;M;S/O;S/S
ANTINOGENES;M;S/O;S/S
ANTIOCO;M;GRIEGO;S/S
ANTIPAS;M;GRIEGO;S/S
ANTJE;F;S/O;S/S
ANTOINE;M;S/O;S/S
ANTOLIANO;M;S/O;S/S
ANTOLIN;M;S/O;S/S
ANTOLINA;F;S/O;S/S
ANTON;M;S/O;S/S
ANTONELA;F;S/O;S/S
ANTONELLA;F;S/O;S/S
ANTONELLO;M;S/O;S/S
ANTONIA;F;S/O;S/S
ANTONIETA;F;S/O;S/S
ANTONINA;F;S/O;S/S
ANTONINO;M;LATINO;"DEL LATIN ""ANTONINUS"", PATRONIMICO DEANTONINUS, ENTRE LOS SANTOS, UN MARTIR GALO CUYAS RELIQUIAS SE GUARDANEN PALENCIA"
ANTONIO;M;LATINO;S/S
ANTONIO;M;S/O;S/S
ANTONY;M;S/O;S/S
ANTRANIG;M;S/O;S/S
ANTSISE;M;S/O;S/S
ANTU;A;S/O;S/S
ANTUAL;M;S/O;S/S
ANTUAN;M;S/O;S/S
ANTUN;M;S/O;S/S
ANTUSA;F;S/O;S/S
ANUAR;M;S/O;S/S
ANUK;F;S/O;S/S
ANUNCIACION;F;S/O;S/S
ANUNCIADA;F;S/O;S/S
ANUSH;F;S/O;S/S
ANWAR;M;S/O;S/S
ANY;F;S/O;S/S
ANYA;F;S/O;S/S
ANYEL;F;S/O;S/S
ANYELEN;F;S/O;S/S
AOIFE;F;S/O;S/S
AOLANI;F;S/O;S/S
AONIKEN;F;S/O;S/S
APARICIO;M;S/O;S/S
APAZ;M;S/O;S/S
APEES;M;S/O;S/S
APELES;M;GRIEGO;CONSEJERO DEL PUEBLO
APELIO;M;S/O;S/S
APIA;F;S/O;S/S
APIANO;M;S/O;S/S
APIRKA;F;S/O;S/S
APODEMIO;M;S/O;S/S
APOLINAR;M;LATINO;CONSAGRADO AL DIOS APOLO
APOLINARIA;F;LATINO;S/S
APOLINARIO;M;LATINO;DERIVACION DE APOLINAR
APOLLINAIRE;M;S/O;S/S
APOLLINE;F;S/O;S/S
APOLO;M;GRIEGO;S/S
APOLO;M;S/O;S/S
APOLODORO;M;GRIEGO;DON DE APOLO, NOMBRES DE ARTISTAS Y SABIOSGRIEGOS
APOLONIA;F;S/O;S/S
APOLONIO;M;S/O;S/S
APONI;F;S/O;S/S
APRIL;F;S/O;S/S
APRO;M;S/O;S/S
APRONIANO;M;S/O;S/S
APTONIO;M;LATINO;S/S
APULEYO;M;LATINO;S/S
AQUENE;F;S/O;S/S
AQUILA;M;S/O;S/S
AQUILEO;M;S/O;S/S
AQUILES;M;GRIEGO;S/S
AQUILESIA;F;S/O;S/S
AQUILINA;F;S/O;S/S
AQUILINO;M;LATINO;S/S
ARA;A;S/O;S/S
ARABELA;F;LATINO;ALTAR HERMOSO, ALTAR BELLO.PRIMA DE JAIMEII, DE ESCOCIA QUIEN LA HIZO PRISIONERA POR HABERSE CASADO CON WILLIAMSEYMOUR.
ARABIA;M;S/O;S/S
ARACELI;F;S/O;S/S
ARACELIS;F;S/O;S/S
ARACELLI;F;S/O;S/S
ARACI;F;S/O;S/S
ARACIO;M;S/O;S/S
ARACOELI;F;S/O;S/S
ARACY;F;S/O;S/S
ARADOR;M;S/O;S/S
ARAI;A;S/O;S/S
ARAKEL;M;S/O;S/S
ARAKSI;F;S/O;S/S
ARAM;M;S/O;S/S
ARAMI;A;S/O;S/S
ARAMIL;A;S/O;S/S
ARAMINTA;F;S/O;S/S
ARAMIS;M;S/O;S/S
ARANDU;A;S/O;S/S
ARANTXA;F;S/O;S/S
ARANTZA;F;S/O;S/S
ARANTZAZU;F;S/O;S/S
ARANZAZU;F;S/O;S/S
ARAPEY;F;S/O;S/S
ARASH;M;S/O;S/S
ARAUCARIA;F;S/O;S/S
ARAUCO;M;S/O;S/S
ARAXI;F;S/O;S/S
ARBOGASTO;M;S/O;S/S
ARCADIA;F;S/O;S/S
ARCADIO;M;S/O;S/S
ARCANA;F;S/O;S/S
ARCANGEL;M;GRIEGO;S/S
ARCANGELA;F;S/O;S/S
ARCELIA;F;LATINO;"PEQUEÑO COFRE DE TESOROS, TAMBIEN DEL GRIE-GO""JOVEN PANTERA"""
ARCHALUIS;M;S/O;S/S
ARCHER;M;S/O;S/S
ARCHIBALD;M;S/O;S/S
ARCHIBALDO;M;GERMANICO;MUY INTREPIDO
ARCONCIO;M;S/O;S/S
ARDACHES;M;S/O;S/S
ARDALION;M;S/O;S/S
ARDASHES;M;S/O;S/S
ARDELIA;F;S/O;S/S
ARDEN;M;S/O;S/S
ARDIN;M;S/O;S/S
ARDIS;F;S/O;S/S
ARDON;M;S/O;S/S
ARDUINO;M;GERMANICO;S/S
ARE;A;S/O;S/S
AREB;M;S/O;S/S
ARECIO;M;S/O;S/S
AREF;M;S/O;S/S
AREK;M;S/O;S/S
AREL;A;S/O;S/S
ARELI;F;S/O;S/S
ARELIZ;F;S/O;S/S
ARELLA;F;S/O;S/S
AREN;M;S/O;S/S
ARENA;F;S/O;S/S
ARES;M;S/O;S/S
ARESIO;M;S/O;S/S
ARETAS;M;ARABE;EL FORJADOR, NOMBRE DE CUATRO REYES NABATEOS
ARETHA;F;S/O;S/S
ARETINA;F;S/O;S/S
ARETUSA;F;GRIEGO;SEGUN LA MITOLOGIA GRIEGA, UNA DE LAS COMPAÑERAS DE ARTEMISA, METAMORFOSEADA EN FUENTE
AREV;A;S/O;S/S
ARGE;A;S/O;S/S
ARGELIA;F;S/O;S/S
ARGEN;F;S/O;S/S
ARGENTINA;F;LATINO;S/S
ARGENTINO;M;LATINO;S/S
ARGEO;M;GRIEGO;NOMBRE DE ALGUNOS REYES GRIEGOS
ARGIMIRO;M;GERMANICO;FAMOSO EN EL EJERCITO
ARGOS;M;S/O;S/S
ARGUS;M;S/O;S/S
ARGYROULA;A;S/O;S/S
ARI;M;S/O;S/S
ARIA;F;S/O;S/S
ARIADNA;F;GRIEGO;MUY SANTA-SANTISIMA, AMANTE DE TESEO AQUIEN AFRODITA PARA CONSOLARLA CASO CON BACO
ARIADNE;F;S/O;S/S
ARIAN;M;S/O;S/S
ARIANA;F;S/O;S/S
ARIANE;F;S/O;S/S
ARIANNA;F;S/O;S/S
ARIANNE;F;S/O;S/S
ARIANO;M;S/O;S/S
ARIC;M;S/O;S/S
ARICEL;F;S/O;S/S
ARICELLI;F;S/O;S/S
ARICIA;F;S/O;S/S
ARICIN;M;S/O;S/S
ARIE;M;S/O;S/S
ARIEH;M;S/O;S/S
ARIEL;M;HEBREO;PERTENECIENTE AL REBAÑO DE DIOS
ARIELA;F;S/O;S/S
ARIELLA;F;S/O;S/S
ARIELLE;F;S/O;S/S
ARIENE;F;S/O;S/S
ARIF;M;S/O;S/S
ARIK;M;S/O;S/S
ARIM;M;S/O;S/S
ARIO;M;S/O;S/S
ARION;M;GRIEGO;POETA LIRICO, GRIEGO DE BIOGRAFIA MAL CONOCIDA, NACIDO EN LA ISLA DE LESBOS
ARIOSTO;M;S/O;S/S
ARIS;M;S/O;S/S
ARISTA;F;S/O;S/S
ARISTARCO;M;GRIEGO;S/S
ARISTEO;M;GRIEGO;HIJO DE LA NINFA CIRENE Y DE APOLO.-FUECONFIADO POR SU PADRE A LAS MUSAS, LAS QUE LE ENSEÑARON EL ARTE ADIVINATORIO Y EL ARTE DE LA MEDICINA.-EL QUE SE DESTACA.
ARISTIDES;M;GRIEGO;OPTIMO-EL MEJOR DE TODOS-ARISTIDES EL JUSTO, FUE UN GENERAL ATENIENSE RIVAL DE TEMISTOCLES (SIGLO VI-V A.AC).
ARISTION;M;S/O;S/S
ARISTIPO;M;S/O;S/S
ARISTO;M;S/O;S/S
ARISTOBULO;M;GRIEGO;EL MAS GRANDE Y MEJOR CONSEJERO, DESTACADOEN EL CONSEJO, DE MUY BUEN CONSEJO
ARISTOCLES;M;S/O;S/S
ARISTOFANES;M;GRIEGO;EL MEJOR, EL OPTIMO
ARISTON;M;S/O;S/S
ARISTONICO;M;S/O;S/S
ARISTOTELES;M;GRIEGO;EL MEJOR, EL MAS RENOMBRADO, EL MAS OPTIMO
ARJUNA;A;S/O;S/S
ARKIN;M;S/O;S/S
ARLENE;F;S/O;S/S
ARLINET;F;S/O;S/S
ARMAN;M;S/O;S/S
ARMAND;M;S/O;S/S
ARMANDA;F;S/O;S/S
ARMANDE;M;S/O;S/S
ARMANDINA;F;S/O;S/S
ARMANDO;M;GERMANICO;"HOMBRE DE GUERRAS, GUERRERO- DE ""HARMANEL HEROE DEL EJERCITO, SAN ARMANDO, OBISPO DE LA ROCHELA EN FRANCIA SIG-LO V"
ARMEN;M;S/O;S/S
ARMENIA;F;S/O;S/S
ARMENTARIA;F;S/O;S/S
ARMENTARIO;M;S/O;S/S
ARMENUHI;F;S/O;S/S
ARMIDA;F;S/O;"NOMBRE INVENTADO POR TORCUATO TASSO PARA LA HECHICERA DESU OBRA ""JERUSALEN LIBERADA"""
ARMINDA;F;GERMANICO;S/S
ARMINDO;M;S/O;S/S
ARMOGASTES;M;S/O;S/S
ARMONIA;F;S/O;S/S
ARNALDO;M;GERMANICO;"ARNOALD DE ""ARN""AGUILA Y ""WALD"", ""OALDGOBIERNO, MANDO, PODER.- QUE TIENE EL PODER DEL AGUILA, QUE PROTEGE Y VI-GILA DESDE LO ALTO"
ARNAUD;M;S/O;S/S
ARNDT;M;S/O;S/S
ARNE;M;S/O;S/S
ARNERIS;F;S/O;S/S
ARNIE;M;S/O;S/S
ARNO;M;S/O;S/S
ARNOL;M;S/O;S/S
ARNOLD;M;S/O;S/S
ARNOLDO;M;GERMANICO;VARIANTE DE ARNALDO
ARNOLFO;M;S/O;S/S
ARNON;M;S/O;S/S
ARNULFO;M;TEUTON;AGUDO COMO EL AGUILA FUERTE Y TENAZ COMOUN LOBO
AROLDO;M;S/O;S/S
ARON;M;S/O;S/S
ARONCIO;M;S/O;S/S
ARQUELAO;M;GRIEGO;GOBERNANTE DE PUEBLOS, ERA EL GOBERNANTEDE JUDEA CUANDO LA SAGRADA FAMILIA VOLVIO DE EGIPTO, HERMANO DE HERODESANTIPAS.
ARQUIMEDES;M;GRIEGO;EL QUE PIENSA PROFUNDO
ARQUIPO;M;GRIEGO;DOMADOR DE CABALLOS-COLABORADOR DE SANPABLO
ARRIGO;M;S/O;S/S
ARRIO;M;S/O;S/S
ARSACIO;M;S/O;S/S
ARSEN;M;S/O;S/S
ARSENIO;M;GRIEGO;HOMBRE ENERGICO, VIRIL, VARONIL, FUERTE, VIGOROSO, VALIENTE
ARSHAK;M;S/O;S/S
ART;M;S/O;S/S
ARTAJERJES;M;HEBREO;REY DE LOS PERSAS EN TIEMPOS DE ESDRAS
ARTEMIO;M;GRIEGO;PARA LOS LATINOS DIANA, LA DIOSA DE LA CASTIDAD
ARTEMISA;F;GRIEGO;PARA LOS LATINOS, DIANA, DIOSA GRIEGA VENERADA EN EFESO.SE LA REPRESENTA COMO LA GRAN MADRE, HIJA DE ZEUS Y DELETO, Y HERMANA DE APOLO-NACIDA EN LA ISLA DE DELOS.
ARTEMON;M;S/O;S/S
ARTHUR;M;S/O;S/S
ARTIN;M;S/O;S/S
ARTURO;M;CELTICO;"OSO NBLE, DERIVA DE ""ARTORIUS"", RECORDANDOA LA GENS ROMANA ARTORIA, UNA DERIVACION DE ""ARTOS""OSO EN CELTICO"
ARUANDA;F;S/O;S/S
ARUNA;F;S/O;S/S
ARUNI;A;S/O;S/S
ARVID;M;S/O;S/S
ARY;M;S/O;S/S
ARYAN;M;S/O;S/S
ARYANA;F;S/O;S/S
ARYDEA;F;S/O;S/S
ARYE;M;S/O;S/S
ASAAR;M;S/O;S/S
ASAEL;M;HEBREO;HERMANO DE YOAB Y ABISAY, UNO DE LOS HIJOSDE SERUYA
ASAF;M;HEBREO;DIOS SE HA APODERADO DE MI-ERA DE UNA FA-MILIA DE CANTORES-MAESTRO DE MUSICA DE DAVID Y DE SALOMON
ASAFO;M;S/O;S/S
ASBED;M;S/O;S/S
ASBEL;M;S/O;S/S
ASCENSION;A;S/O;S/S
ASCLA;F;S/O;S/S
ASCLAS;M;S/O;S/S
ASCLEPIADES;M;S/O;S/S
ASCLEPIODOTO;M;S/O;S/S
ASDRUBAL;M;FENICIO;MI SOCORRO ES BAAL -EL QUE ESTA PROTEGIDO POR DIOS
ASEI;M;S/O;S/S
ASELA;F;S/O;S/S
ASENCIO;M;S/O;S/S
ASER;M;HEBREO;EPONIMO DE LA TRIBU ISRAELITA DE IGUAL NOMBRE
ASET;M;S/O;S/S
ASHA;F;S/O;S/S
ASHER;M;S/O;S/S
ASHERA;F;S/O;S/S
ASHFORD;M;S/O;S/S
ASHJEN;M;S/O;S/S
ASHLAN;A;S/O;S/S
ASHLEY;A;S/O;S/S
ASHLIN;M;S/O;S/S
ASHLING;F;S/O;S/S
ASHTAR;M;S/O;S/S
ASHUR;M;S/O;S/S
ASIA;F;S/O;S/S
ASIER;M;S/O;S/S
ASINCRITO;M;S/O;S/S
ASIS;M;S/O;S/S
ASISE;M;S/O;S/S
ASLAN;M;S/O;S/S
ASMARA;F;S/O;S/S
ASMODEO;M;S/O;S/S
ASPASIA;F;GRIEGO;FILOSOFO PERIPATETICO DEL SIGLOI
ASPRENO;M;S/O;S/S
ASSUR;M;S/O;S/S
ASTA;F;S/O;S/S
ASTALORA;F;S/O;S/S
ASTERA;F;S/O;S/S
ASTERIA;F;GRIEGO;FIGURA DE LA MITOLOGIA GRIEGA-POR ESCAPARDE ZEUS SE LANZO AL MAR.
ASTERIO;M;GRIEGO;FIGURA EN LA MITOLOGIA GRIEGA-POR ESCAPAR DE ZEUS SE LANZO AL MAR
ASTIO;M;S/O;S/S
ASTOR;M;S/O;S/S
ASTRA;F;S/O;S/S
ASTREA;F;S/O;S/S
ASTRID;F;GERMANICO;S/S
ASUERO;M;S/O;S/S
ASUNCION;F;S/O;S/S
ATAHUALPA;M;GRIEGO;HIJA DE LA AURORA Y DEL TITAN ASTREO-FUE UNA DE LAS ESPOSAS DE HERCULES, MADRE DE TLEPTOLEMO, NOMBRE QUE MUCHOS AUTORES DAN A LA CONSTELACION DE VIRGO
ATAHUALPA D.L.ANDES;M;S/O;S/S
ATALIA;F;S/O;S/S
ATALICIO;M;S/O;S/S
ATALIVA;M;S/O;S/S
ATALO;M;S/O;S/S
ATANASIA;F;GRIEGO;INMORTAL
ATANASIO;M;GRIEGO;INMORTAL
ATARA;F;S/O;S/S
ATENAS;F;S/O;S/S
ATENEA;F;GRIEGO;DIOSA DE LA MITOLOGIA GRIEGA.NO TIENEMADRE, NACE DE LA CABEZA DE ZEUS.-ES DIOSA VIRGEN Y GUERRERA.-PROTECTORA DE LA INTELIGENCIA, EL RAZONAMIENTO Y EL DERECHO
ATENODORO;M;GRIEGO;REGALO DE LA SABIDURIA
ATENOGENES;M;S/O;S/S
ATHALIA;F;S/O;S/S
ATHAN;M;S/O;S/S
ATHENA;F;S/O;S/S
ATHENAS;F;S/O;S/S
ATHERTON;M;S/O;S/S
ATHINA;F;S/O;S/S
ATHOS;M;S/O;S/S
ATICA;F;S/O;S/S
ATICO;M;S/O;S/S
ATIEH;M;S/O;S/S
ATIEL;M;S/O;S/S
ATIFA;F;S/O;S/S
ATILA;M;TEUTON;"EL PADRE, GOTICO DE ""ATTA""PADRE,  E""ILA""PADRECITO"
ATILANO;M;GERMANICO;PADRECITO
ATILIO;M;S/O;S/S
ATON;M;S/O;S/S
ATTAR;M;S/O;S/S
ATUEL;M;S/O;S/S
ATZIN;A;S/O;S/S
AUBERTA;F;S/O;S/S
